,index,Unnamed: 0,내용
10,10,10,지금 에 하재숙 나왔는데 환경훼손 얘기나오니 환경오염 얘기 엄청 하네요 고성에 살고있고 다이버 강습도 하느라 바다에 자주 들어가는데 바다 쓰레기 엄청나답니다 차박 하는 분들 설거지 바닷물로 하고 온갖 쓰레기 아무렇게나 버린다고 도로 가져가진 않더라도 제발 쓰레기장에라도 버려달라고 하네요 주민들이 암만 차박 민원 넣어도 법적으로 막을 방법이 없다고 하는군요 낚시 하는 분들도 낚시 바늘 좀 아무렇게나 버리지 말아달라고 하고요
11,11,11,가끔 월드오미터라는 통계사이트를 보는데 우리나라 출산율만 보면 심각해보이지만 세계적 추세를 보면 현재 세계인구가 거의 79억명이 되어가네요 한 1년2년 후쯤이면 80억명 돌파한다는 뉴스가 나오겠네요 게다가 올해 현재까지 순증가 인구만 거의 4천만명 코로나 상황인데도 이정도면 코로나 아니었으면 사망자도 줄고 출산은 더 해서 거의 오천만명 찍었을 듯 그럼 한해에 거의 1억명의 인구가 늘어난다는건데 현재까지 인류역사상 인구수는 계속 를 갱신하고 있는 상황인거죠 이런거 보면 킹스맨 영화에서 나왔던 대사가 생각이 납니다 인간은 지구에 존재하는 바이러스다 인간이 지구를 병들게 하고 있다 바이러스가 숙주를 죽이거나 숙주가 바이러스를 죽이거나 어떤 과정을 거치든 결과는 동일하다 현재 코로나 바이러스는 자연적으로 생긴건지 인위적으로 만들어낸 건진 정확히 모르겠지만 이런식으로 계속 인구가 증가하다보면 정말 어떤 일이 생길지 좀 궁금하기도 해요 아무리 전기차니 신재생에너지니 뭐니 해봐야 제한된 공간에 인류가 저렇게 폭발적으로 늘어난다는 것 자체가 지구가 과연 견뎌낼 수 있을지 인간 한명이 평생 쓰는 물 연료 등등이 어마어마할텐데 그리고 식량재배를 위한 농작지 그리고 식용 가축을 키워내는데도 어마어마한 환경오염과 자원들
12,12,12,역대급 바다 오염이 될것 같은데 국제 사회가 나서서 더 큰 환경오염을 막아야 같네요 컨테이너선에 실려있는 위험 물질 벙커유 278 질산 25 가스 50가 바다로 분출되어버리면 끝장나겠네요ㄷㄷ
13,13,13,현대자동차는 6월 5일토 세계 환경의 날을 맞이해 방탄소년단이 출연하는 수소 에너지주제의 다큐멘터리 예고편 영상을 공개했다고 3일목 밝혔다 현대자동차는 2020년부터 방탄소년단과 함께 ‘ ’라는 슬로건 아래 미래 청정에너지 ‘수소’의 친환경성과 지속가능성을 전파하는 ‘글로벌 수소 캠페인’을 진행하고 있다 이번에 공개된 다큐멘터리 예고편은 ‘ ’ ’의 주제로 환경을 구하는 영웅은 바로 ‘우리’라는 것을 강조하며 변화를 기다리지 말고 지구를 지키려는 실천과 노력이 더 중요하다는 것을 전달했다 한편 공개 예정인 본편 영상에서는 방탄소년단의 리더 이 사회자가 되어 방탄소년단 멤버들과 세대와의 대화를 통해 수소 에너지의 친환경성 안전성 등을 이해하기 쉽게 전달할 예정이다 이는 미래 에너지 수소에 더욱 친근하게 다가갈 수 있도록 현대자동차에서 특별 제작한 것으로 영상 속에서 방탄소년단 멤버들은 환경을 구하는 영웅은 바로 ‘우리’ 라고 강조하면서 미래를 바꿀 새로운 친환경 에너지 ‘수소’에 대해서도 사람들이 쉽게 이해할 수 있게 소개할 계획이다 또한 수소사회가 펼쳐지면 2050년까지 이산화탄소 배출량이 매년 60억 톤 씩 줄어들 것이며 변화를 기다리는 것보다는 지구를 지키는 우리의 작은 실천이 더 중요하다는 메시지로 선한 에너지 수소 에너지와 함께 지구의 미래에 대한 희망을 전하며 현대자동차가 그려 나갈 더 나은 미래에 대한 비전‘ ’ ’을 방탄소년단과 세대를 통해 보여줄 예정이다 현대자동차의 ‘수소 에너지’ 다큐멘터리 예고편 영상은 3일 오전 8시한국시간 현대자동차 월드와이드 유튜브 및 현대 라이프스타일 인스타그램 등 를 통해 공개 됐으며 본편은 5일토 오전 12시한국시간 유튜브 프리미어로 최초 공개 후 국내외 를 비롯해 다양한 채널을 통해 상영될 예정이다 특히 본편 영상은 지구 환경오염 문제의 심각성을 알리기 위해 제정된 ‘환경의 날’에 공개될 예정으로 그 의미가 더 커질 것으로 보인다 ‘수소에너지 다큐멘터리’ 특별 예고편 보러 가기 수소에너지 다큐멘터리’ 본편 공개 유튜브 프리미어 보러가기 5일 공개  현대자동차는 2020년부터 방탄소년단과 함께 진행한 ‘글로벌 수소 캠페인’을 통해 선한 에너지이자 미래 에너지원으로 떠오르고 있는 ‘수소’를 가장 적극적으로 활용할 것으로 예상되는 ‘ 세대’와의 소통 강화에 적극 나서고 있다 1980년대 초반부터 2000년대 초반에 출생한 세대는 제품 구매 시에도 환경과 사회에 대한 영향을 중요하게 고려하는 등 착한 소비를 주도하고 있어 수소 캠페인 역시 이들의 높은 호응을 얻고 있다 현대자동차는 수소 모빌리티 분야 글로벌 선두주자로 수소 전기차 넥쏘 뿐만 아니라 엑시언트 수소전기트럭을 시작으로 상용차 부문에 연료전지시스템 적용을 확대하며 수소사회 실현을 위한 노력을 끊임없이 하고 있다 현대차 관계자는 “현대자동차는 클린 모빌리티에 대한 브랜드 비전을 전달하며 성장하고 있으며 넥쏘 뿐만이 아닌 수소에너지로 지구를 지키기 위한 현대자동차의 노력들을 세대와 진정성 있게 소통하여 모두가 동참하길 바라며 앞으로도 수소기술의 글로벌 리더십을 알리기 위한 다양한 마케팅 활동을 전개할 예정”이라고 밝혔다 ‘글로벌 수소 캠페인’에 대한 상세 내용은 현대자동차 월드와이드 웹사이트 및 현대 라이프 스타일 인스타그램에서 확인할 수 있다
14,14,14,1 사거리 제한 해제이게 생각보다 큰게일단 현재까지의 제한만으로도 이미 북폭은 충분히 가능했음땅끝마을에서 북한 함경도 끝자락으로 직선거리 그어도 1천 남짓밖에 안 되는데 현무로도 이미 그 정도는 닿거든물론 북쪽에 자주포랑 다연장로켓 배치해서 미친듯이 날리기만 해도 어마어마한 타격이고그런데 이번 사거리 제한 해제는 다름 아닌 중국 폭격이 ㄹㅇ 쌉가능해진게 가장 큰 의미임대륙간 탄도 미사일 무슨 소리 수천 정도의 중거리 탄도미사일이면 중국의 군사적 경제적 핵심 지역을 모두 걸레짝으로 만들 수 있어중국은 미국과 달리 동부에 모든 도시와 산업이 몰려있음 애초에 서부가 티베트 위구르라는 식민지인 탓도 있고 토지 상태로나 지리적으로나 좋지 않은 탓도 있음그런데 이 동부를 한반도에서 쏜 중거리 탄도미사일로 작살낸다중국이 인구가 많네 강대국이네 해도 이건 절대로 무시 못 함이미 중국은 1인당 가 1만 달러에 근접한 중진국이 되었고 주요 도시의 는 점차 선진국에 근접하고 있음그런 곳들을 미사일로 박살내는 것은 중국 입장에서도 공포임기껏 이룬 경제성장이었고 이 경제성장률로 공산당이 일당독재여도 암묵적 지지를 받아온건데 이게 무너진다고말 그대로 진시황 말년 테크 타는거야어떤 사람들이 이번 사거리 제한 해제가 북한에 대한 위협이라고도 하는데 전혀 아님오히려 이는 북한에게 엄청난 당근임이제 우리는 중국을 갈아버릴 초대형 죽창을 스스로 갖추고 있다 형이 지켜주마라는 의미까지도 될 수 있는거야믈론 반미를 열심히 외치는 북한이 하루아침에 호록 넘어오지는 않겠으나 적어도 지금의 한미 배척에서는 조금 거리를 둘 수도 있다는 이야기왜냐하면 더 이상 한국 자체적인 군사력만으로도 결코 중국이 쉬이 건들 수 없는 위치가 되었거든한 나라를 터치함에 있어서 타국 군대（주한미군） 때문에 건들지 못 하는 것과 해당국의 군사력 때문에 건들지 못 하는 것은 차원이 다름스타에서 임시로 얼라이 맺고 하나 박살내는 것처럼 언제든 손익관계의 논리에 따라 변할 수 있는게 국제정세이거든그런 점에서 한국 미사일 사거리 제한 해제는 정말이지 엄청난 일임2 고체연료 로켓 개발 허용이 역시 매우 큰건데이게 왜 크냐면 이것으로 진정한 초강력 죽창이 완성되었기 때문임액체로켓의 연료는 등유나 하이드라진 메테인 등을 사용함이름부터 해로워보이지 실제로 해로움 특히 하이드라진얼마나 해롭냐면 환경오염은 웃대인못생김처럼 디폴트값이고 더불어서 사람의 주변 접근을 막으며 무엇보다 발사 직전에만 연료 주입이 허용됨자동차처럼 미리 채워두었다간 로켓이 부식되어서 발사가 불가능해짐그래서 액체연료 로켓은 발사 직전에 문제가 생기면 연료 전부 제거 부식 등 문제 점검 후 재발사 절차를 밟아야만 함반면 고체연료 로켓은 그런거 없음 채워두고 시간 좀 두었다가 나중에 발사해도 쌉가능이게 왜 중요하냐고미리 연료 만땅 채운 탄도미사일을 전쟁이 벌어지자마자 바로 발사해서 적국 한가운데 메다꽂아버릴 수가 있거든바로 이런 점 탓에 고체연료 로켓은 진짜 무서운 전략무기로 분류됨특히나 핵무기 준보유로 분류될 정도로 언제나 핵무기 만들 준비가 되어있는 우리나라에게 고체연료 로켓이 얼마나 무서운 물건인지는 짐작이 갈거야그런 덕에 고체연료 로켓은 적국에게 매우 큰 두려움이었고 이번 미사일 제한 해제를 통해 그게 현실화된 것임난 사실 이번에 진짜 미사일 지침이 완전히 풀릴거라고는 생각조차 못 했음처음 방미 소식을 들을 때만 해도 적당히 축하인사 정도 하고 백신 얘기 나오겠거니 정도로 생각했고 많이 잡아도 반도체와 배터리 등 전기차와 반도체에서 한미 관계를 돈독하게 만드는 정도로 생각했거든그냥 삼성에게 한 이야기의 연장선으로 미국에도 반도체 파운드리（생산공장） 좀 지어줘 정도의 이야기로 끝날 줄 알았는데거기에 선물이라고 진짜 초대형 선물을 줘버렸네이 정도의 선물이면 거짓말 하나 안 보태고 우리는 타국이 절대 건들 수 없는 초강력 죽창을 가지게 된 것임정말 극단적으로 나라가 완전히 황폐화되어도 잠수함과 지하 사일로의 탄도미사일은 마지막까지 적국을 더 깊은 수렁으로 끌어들이고 끝날거야군사력은 단순한 우리 싸우면 너 진다 만으로 이루는게 아님네가 나 건들면 나도 죽지만 너도 재기불능이 될 것이다 라고 위협하는 것 역시 엄청난 군사력이라고 할 수 있음냉전시대 미국과 쏘련이 서로를 절대 건들지 못 했던 것처럼그런 점에서 이번 미사일 지침 해제는 바이든이 준 최고의 선물이라 할 수 있겠다치매할배는 무슨 ㅅㅂ 이 정도면 엎드려서 절박아야 할 형편임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ항상 감사하십시오 탱크가 없다고 하여 탄도미사일을 주었습니다 불만 없습니까 좋습니다 배터리 더 주세요 굽신굽신 1064385 국뽕에 취합니다 펩시 한 잔 더
15,15,15,요약 이게 원래 1차로 곱게 갈아낸 뒤 2차로 거름망에서 80를 걸러내고 20만 하수구로 배출해야 함 그런데 제품 인증을 받을 때는 거름망을 분리할 수 없는 고정형으로 만들고 실제 판매 땐 거름망을 떼 내고 쓸 수 있게 개조하거나 거름망 구멍 크기를 키워 음식물 찌꺼기를 기준 이상 하수구로 죄다 흘려보내는 불법 제품들이 거의 대부분이었음 이렇게 하수도 환경오염 주범 주방용 오물 분쇄기의 판매를 전면 금지하는 법안이 오늘 발의됨 판매 금지 시행은 법 개정 공포 1년 뒤부터
16,16,16,일론머스크가 환경오염을 이유로 비트코인 사용을 중단하겠다는 트윗을 올렸더군요 서울대 팩트체크넷에서 분석한 기사가 있어서 가져와봤습니다 검증내용 검증 대상 비트코인이 환경오염의 원인이라는 일론 머스크의 발언 검증 방법 관련 통계 자료 분석 및 전문가 인터뷰 검증 내용 ■ 비트코인 채굴 전기 먹는 하마다 비트코인을 채굴하기 위해선 수많은 컴퓨터로 복잡한 연산 과정을 거쳐야 한다 그 과정에서 상상 이상의 전기가 필요하기 때문에 전 세계 채굴장의 대부분은 전기료가 저렴한 중국에 위치하고 있다 중국을 기준으로 비트코인을 하나 채굴하는 데 필요한 전기료는 우리 돈으로 3백4백만 원 남짓이다 캠브리지 비트코인 전기 소비 지수에 따르면 채굴과 매매 투자 등이 이뤄지는 전 세계 비트코인 네트워크가 굴러가는 데 필요한 연간 전력량은 1496테라와트시로 국가로 친다면 세계 26위 수준이다 말레이시아와 스웨덴을 앞서고 세계 53위 수준인 싱가포르와 55위 수준인 홍콩의 연간 전력 사용량을 합친 것보다 더 많은 수준이다 ▲ 팩트와이 캡처사진 국가별 전력 소비량 순위 2019년부터 비트코인의 연간 전력 사용 추이를 살펴보면 연간 411를 사용한 2019년에 비해 1년 만인 2020년에는 826로 2배가량 수치가 높아졌고 2021년에는 4배 가까이 높아졌다 2018년까지 꾸준히 증가한 국내 연간 전력 소비량의 평균 증가율이 36인 점을 비교하면 비트코인 연간 전력 사용량의 증가 추세는 지나칠 정도로 빠르다 ▲ 팩트와이 캡처사진 비트코인 연간 전력 사용 추이 ■ 비트코인 채굴이 탄소 배출을 늘린다 2020년 4분기 기준으로 전 세계 비트코인 채굴장 중 651를 점유하고 있는 중국은 석탄 발전 의존도가 높다 뱅크오브아메리카 통계 자료에 따르면 중국의 석탄 발전소 비율이 60에 이르기 때문에 비트코인 채굴량이 늘수록 탄소를 뿜어내는 석탄 발전량이 늘어나 환경에도 악영향을 미칠 수 있다 ▲ 팩트와이 캡처사진 중국 전력 생산 종류별 비율 ▲ 캡처사진 중국 전력 생산 종류별 수치 의 중국 탄소 배출량 연구 프로젝트 자료에 따르면 비트코인 채굴 산업의 연간 최대 탄소 배출량은 중국 주요 42개 산업 분야 중 10위를 기록하고 있다 중국에 위치한 비트코인 채굴장 17개 곳 중 석탄 발전소는 4개로 수력 발전소 12개 곳보다 적지만 중국에서 가장 많은 채굴이 이뤄지는 신장 지역에서 80 이상의 전력이 석탄 발전으로 생산되고 있다 조은아 환경운동연합 활동가는 “전체적인 에너지 비율상 발전원에서 재생에너지 비율을 늘리는 것이 시급한 과제”라고 강조했다 ■ 비트코인 채굴이 온난화 부추긴다 화석연료 사용이 늘어 탄소 배출이 늘어나면 기온에 영향을 미친다 미국 하와이대학교 마노아캠퍼스 기후학자들은 국제 학술지 ‘ ’에서 전기 생산 방식이 지금과 같다는 전제하에 비트코인 사용의 급증으로 인한 탄소 배출로 30년 안에 지구 온도가 2도 이상 올라갈 수도 있다는 연구 결과를 발표했다 ▲ 팩트와이 캡처사진 ‘ ’ 중 연구 결과 내용 이에 대해 국내 환경단체 그린피스의 김지석 기후에너지 전문위원은 “특정 전제가 깔리는 연구 결과로 확대 해석의 가능성도 있지만 비트코인 채굴로 발생하는 탄소 배출이 지구 환경에 큰 부담이 되고 있는 건 맞다”며 “세상에 존재하지 않았던 암호화폐라는 것이 국가 단위의 전기를 써버리고 있어 환경에 분명한 영향을 끼치고 있다”고 말했다 검증결과 비트코인 채굴의 과다한 전력 소비는 2013년에 가상화폐의 가치가 상승하기 시작한 시점에 블룸버그 통신을 통해서 이미 언급이 된 전례가 있다 비트코인 전도사로 불린 일론 머스크 테슬라 최고 경영자가 비트코인으로 인한 환경오염을 이유로 자사 결제 수단에서 비트코인 사용을 중단하겠다고 선언한 뒤 비트코인 채굴의 환경오염 문제는 다시 화두에 올랐다 과거와는 달리 재생에너지를 통한 전력 생산량이 늘어 큰 문제가 되지 않는다는 의견도 이어졌다 현재 전 세계 비트코인 채굴장 중 651를 점유하고 있는 중국의 경우 석탄 발전소 비율이 60를 차지해 비트코인 채굴을 위한 전력 생산에 재생에너지를 활용한 방법보단 화석연료의 사용이 집중돼있는 것을 알 수 있다 특히 중국 내 채굴이 가장 많이 이뤄지는 신장 지역의 경우 80 이상이 석탄 발전을 통해 전력을 생산하고 있다 캠브리지 비트코인 전기 소비 지수를 보면 비트코인의 전반적인 네트워크 유지를 위한 전력 소비량은 1496로 전 세계 26위 수준이다 암호화폐가 하나의 거대한 전력 소비 국가의 형태로 자리를 잡은 것이다 이는 2년 전과 비교해 4배가량 증가한 수치로 가장 빠른 증가 추이를 보인다 전력 생산을 위한 화석연료의 사용이 지속되면 지구 온도 상승에 영향을 줄 것으로 예상된다는 연구 결과도 있다 국내의 환경단체들은 비트코인 채굴의 환경오염 문제를 인식하고 있고 관련 통계 및 분석 자료가 구체화되면 관련 활동을 계획할 수도 있다고 말하며 비트코인 채굴로 인한 과다한 전력 소비가 환경오염의 원인이 될 수 있다고 주장했다 따라서 이번 검증은 ‘대체로 사실’로 결론 내린다
17,17,17,산림청이 저지른 엄청난 사건 국민 생명 위험하다최병성 리포트 기후 재난 부추기는 정부의 30억 그루 나무심기 최병성 기자 ▲ 중앙고속도로 신림 인근 울창하던 숲이 사라지고 붉은 민둥산이 되었다 ⓒ 최병성 중앙고속도로 충북 제천 부근 울창하던 숲이0470002312805102 이건 정말 심각하네요
18,18,18,와 세계가 이렇게 혼돈의 도가니탕에 빠져있다니 말입니다 세계 3차대전이 일어나건 좀비사태가 일어나건 기후급변으로 멸망하든 내 세대 안에서 멸망할 삘인데요 1 세계 3차대전 발발 가능성 3차대전은 지금 세계 분쟁지역이 이스라엘 팔레스타인 미얀마 중동은 뭐 맨날 난리고 아프리카 이것들도 진짜 지들끼리 쳐싸울 자원으로 개발하면 다 잘살겠구만 애들 기부해서 살리면 뭐해 그놈이 커서 또 총들텐데 거기다가 인도 중국 뭐 중국이야 주변에선 거의 다 거진 적대적 상황이고 암튼 아직 유럽권과 북미계열이 문제가 없 지않구나 얘네도 인종차별과 아시아인 차별문제에 남미쪽이야 맨날 마약계열하고 치고박고 북치기박치기 하고 호주 빼곤 거의 대륙 전체가 분쟁지대에요 뭐 당연히 이것만으로 3차대전이 뻥 터지진 않을꺼라 봅니다 만 아니 쭝국이 조만간 야 우리 이제 미국보다 더 쎄잖냐 한판 해볼까 세계는 중국 단일국가로 만들어야지 되는거 아냐 라는 걱정이 있긴 하네요 2 지구 환경오염 문제 이 ㅁㅊ 똘끼 일뽕이 방사능수를 쳐부어도 미국유럽권은 어케 구워삶았는지 그걸 찬성해대고 또 최근 몇년새 정말 봄하고 가을 사라진 느낌 안드시나요 옛날엔 별 신경 안쓴 보일러의 온도계를 보면 정말 1 2도 차이인데도 팍 차이가 느껴지더라구요 오늘도 이건 뭐 완전 여름이 되버린거같고 3 코로나 사태 백신이 나왔다지만 전 지구적으로 다 맞지 않으면 당연히 다시 발생하고 변이 발생하고 변이에 변이 발생하고 또 분명 세계 어디선가는 코로나 연구하며 변종을 일부러 만드는곳도 있을거같고요 또 코로나가 나왔단건 이제 점점 무증상 감염 바이러스들도 생겨날테고 여기부턴 잠깐의 망상 킹스맨 1편 기억하십니까 거기서 모든 사태의 발단은 천재 사이코 부자의 폭주인데 코로나도 만약의 만약에 프리메이슨보다 더 비밀스러워 정말 아무도 이름조차 모르는 세계의 뒤에서 조종하는 무언가의 세력의 리더가 어느날 좀비영화 보다가 삘받아서 야 아직 좀비바이러스는 못만들었지 비슷한거 없냐 전염성 빠르고 치사율은 적당한거 뭐 코로나바이러스라고 비슷한게 있다고 그거한번 세계에 뿌려봐봐어떻게들 하는지 심심한데 구경좀 하자 아니면 야 지구 환경이 너무 급변해서 이러다가 내가 지배하는 지구가 먼저 망하겠다 해결책 말해봐 인구수를 줄인다고 그럼 전세계적으로 바이러스 좀 뿌리고 백신도 같이 뿌려봐봐 백신에다가는 나중에 요거요거 특수물질 살포하면 좀비되거나 죽게 해서 위까지가 망상 끝 망상이라지만 지금 백신이 전 세계적으로 같은 병에 대해서 백신을 맞는 사례가 유사이래 없었잖아요 4 세계경제 대변혁 코인 코인 코인 정말 코인으로 우리 세대에선 웬만해선 불가능해졌다고 하는 개천에서 용났다 같은게 꽤 이뤄졌습니다 만 개인적으로 코인도 좀 하고있지만망함 어느순간 빵 터져 사라질꺼라 생각하거든요 아니면 잡다한것들은 다 사라지고 메이저한 몇개만 살아남던가 물론 이것도 당장이란건 아니고혹시 모르죠 갑자기 내일부터 폭락하고 사라질지 내일일지 몇년후일지 몇십 몇백년 후일지는 모르겠습니다만요 세계 3차대전이 그냥 국가간 분쟁만으로는 터질거라 생각하진 않습니다 하지만 위의 것들이 다 엮이고 엮에서 어디한곳만 삐끗한다면
19,19,19,어떻게 한사람 혓바닥이 전세계를 갖고놀수있는지ㅋㅋ 완전코미디 그나저나 범죄자가 코인으로 돈받으면 추적불가인가요 그게진짜면 코인은 범죄화폐네요 국가에서 금지시켜야 종이화폐랑 가상코인중 어느게 더 환경오염많나요
20,20,20,지금 비트 50도 안되서 버둥버둥대고 있는데 그냥 도지랑 테슬라랑 협력 할거다에 이렇게 급반등하고 있는데 보통 장 좋을때 57쯤에 이런 트윗 나왔으면 가볍게 900넘었을거예요 그리고 이와중에 진짜 한방이 기다리고 있는데 테슬라의 도지결제요 로드맵 나왔자나요 테슬라 비트결제 안해줌 환경오염 많이 시킴 환경오염 안시키는 코인 찾을거임 도지는 발행방식이라 비트랑은 비교도 안될정도의 에너지소모며 환경오염이 작습니다 그리고 오늘 도지랑 협력할거임 조만간 도지로 테슬라 결제 이건 그냥 수순이예요 이거 하나면 여태껏 펌핑이랑 비교도 안되게 뛸건데 1달러 안간다고 생각하는게 더 멍청한거라고 봅니다
21,21,21,테슬라 비트코인 결제 지원 일시 중단환경 오염 우려테슬라 일론 머스크가 트위터를 통해 테슬라는 비트코인 결제 지원을 일시 중단한다 우리는 비트코인 채굴에 쓰이는 화석연료 급증으로 인한 환경 오염을 우려한다 암호화폐는 멋진 아이디어이며 보장된 미래가 있다고 믿는다 그러나 암호화폐를 위해 막대한 환경오염을 비용으로 치룰 순 없다고 밝혔다 이어 테슬라는 비트코인을 팔지 않을것이며 비트코인 채굴이 지속 가능한 에너지로 채굴되기 시작하면 다시 결제에 사용할 것이다 또한 우리는 비트코인 1 수준의 에너지를 사용하는 암호화폐를 탐색하고 있다고 밝혔다
22,22,22,아침에 머스크가 트윗남겼죠 비트코인은 환경오염때문에 안될거같다고 그러면서 비트코인 에너지의 1미만인 암호화폐를 찾아본다고 했습니다 그게 바로 도지이고 이걸위해 투표떡밥을 던진거라보고 사람들도 그렇게 생각해 지금 상승세가 있는거라 생각합니다
23,23,23,테슬라 비트코인 결제 지원 일시 중단환경 오염 우려 토큰포스트 테슬라 일론 머스크가 트위터를 통해 테슬라는 비트코인 결제 지원을 일시 중단한다 우리는 비트코인 채굴에 쓰이는 화석연료 급증으로 인한 환경 오염을 우려한다 암호화폐는 멋진 아이디어이며 보장된 미래가 있다고 믿는다 60670 아이언마스크 이자식 도지로 개판만들더만 비트까지
