내용,label
수소충전소 첫 운영… 생산기지도 구축 [희망기업 특집],1
아 그럼 님은 원전에 대한 대책이나 친환경에대한 어떤 의사도 없지만 원자력 찬성하는 사람들 혹은 서울 사는 사람들이 아니꼬와서,0
친환경 ‘태양의 숲’ 조성… 녹색기술 中企 지원 [희망기업 특집],1
친환경 운운은 친환경 말한사람한태 가서 따지세요 하지도 않은말로 트집잡으면 어쩌라고,0
무라벨·플라스틱 절감… ‘必환경 경영’ [희망기업 특집],1
거기 짓는건 나도 동감하니 좀 정치권한테 따져 물으라고 님 논리랑 동일하게 친환경으로 다 가능한거면 부족분만큼 찬성하시는 분들,0
“기후환경 문제 적극 대처 탄소중립 사업 발굴 앞장”,1
그참 이상하다 그치 탈원전 정책 진행하면서 신규 원전 중지할땐 전력 수급에 문제 없을것처럼 자신하던 분들이 원전 인프라 작살,0
"경희대의료원 한화건설 컨소시엄, 하남시 종합병원·호텔 건립 프로젝트 참여",0
미래를 대비해서 투자하는거하고 준비도 안된상태로 걍 멈춰 버리는거를 동급으로 두고 있네 걔들은 친환경 투자하면서 지을 나라는,0
전기차·로봇·무인항공… 미래 모빌리티 선도 [희망기업 특집],0
친환경인 척 하면서 환경을 더럽히는 회사를 그린워싱한다고 함 를 지향하는 척 하면서 와 상관없는 쟤네는 레인보우워싱했,0
땅끝 해남서 파인애플 재배… 아열대 과수 국산화 속도,0
솔찍히 인재로인해 터진 사고로인해 안전하지 않은 에너지라고하면 이세상에 안전한 에너지는 없을꺼임 진짜 친환경에너지말고는,0
"현대건설, 4930억대 페루 공항 건설 수주",0
어쩔수 없다고 봄 현대의 전력 수요는 원전 아니면 답이 안나오고 친환경 에너지는 도움은 될 지언정 100 대체는 불가능하다고,0
저놈의 환경부는 예나 지금이나 똥볼만 차대는거 여전하구만,0
그리고 전력 수요는 전기차가 문제가 아님 지구 환경 자체를 극적으로 개선하려면 제일 큰 문제가 농업 혁명 큰 게 필요한데 그,0
전기차의 장점,1
그럼에도 원자력은 계속 잘 사용하는것이 오히려 친환경적인 인류의 발전임,0
"동탄 트램, 국토부 승인으로 '파란불'… 판교 트램은 '안갯속'",0
어떻게 보면 지구환경에 해로운 인류를 확실하게 제거해주니 친환경이라는거 아닐까,0
뭐야 죶본 메달 재활용이었어?,0
단 한가지 단점만 빼면 고효율에 친환경에 안전한건 맞는데 그 단점 하나가 너무 치명적이라 양날의 검이지,1
"롯데건설, “프라이버시 보호는 최고 가치” 재건축 아파트 선택 기준이 바뀐다",0
오우 비브라늄 재활용 친환경적인데,1
싱글벙글 친환경 도쿄 올림픽 채신근황.JPG,0
다 아는 사실이니 친환경이니 안전하다던가 수도권은 타국 미사일 사정거리 어쩌고 개소리나 안했으면 좋겠음 탈원전 얘기 나올 때,0
"동아제약, 최호진 사장 탈 플라스틱 캠페인 ‘고고챌린지’ 동참",1
그건 중국 한정 얘기죠 중국이 친환경 한다는거 자체가 개가 웃을 일인데요,-1
“제주 전기차 보급 많아지면 실업률도 껑충”…주유소 일자리 감소로 ‘나비효과’,-1
네 저희가 분리수거도 철저하고 애기도 안만드는 최고의 친환경 나라입니다,0
‘원팀’ 선서 퍼포먼스 갖는 與,0
길가다가 똥을 싸도 친환경 거름을 하사하셨다고 빨아줄 기세,-1
메르세데스 벤츠 SL 스파이샷,0
한국은 친환경을 누구보다도 잘 실천하고 있군,1
싱글벙글 친환경 도쿄올림픽 근황,0
루리웹 친환경 게시판,0
TOYOTA 가 올림픽 뻐큐한게 일본사회에 충격인 이유,0
세계에서 가장 친환경적인 국가,1
건담) 인간이 죽는게 친환경이다 머신,0
인간이 죽는게 친환경이란 소리를 수십년간 한 인간혐오자임,0
이소영 의원이 이재명 지사의 탄소세를 통한 기본소득을 옹호하며 언급하지 않은 것,0
친환경 소재,0
도쿄올림픽 저렇게 하고 나중엔 또 다 왜곡해서 기억하겠지?,0
생태계파괴는 개뿔 모든 인간이 죽는게 친환경이라는 소리지,0
기본소득하자고 탄소세를 걷는 것만큼 바보 같은 짓이 없음,-1
진정한 친환경은 인간을 줄이는것 이런개념,0
"탄소세 걷어서 그걸 전부 재생, 친환경 에너지 생산으로 쏟아부어도..",-1
그것도 퍼건 시점에서도 78년 뒤란거임 뉴욕 개작살난거 복구된거 보면 거의 현대보다 좀 더 친환경 같은 느낌인데 뭐 전쟁떄문,0
야.. 도통령이 탄소세 이야기 하는거보니..,-1
그래서 상대적 친환경성으로 어필을 해야,0
[이낙연] 주거정책 공약 기자회견 전문(21.07.27),0
그리고 양식의 친환경화에 주목중이라 비건에 회의감이 좀 들긴 함 ㅇㅇ 광어넙치는 사료 효율이 극강이거든 ㅋㅋㅋㅋㅋㅋㅋ,0
"용인시, 현대차와 수소차 보급 활성화 업무협약",1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저 같은 경우엔 1회용 친환경 생분해 종이접시를 사용하게 되더군요 전자레인지 적합,1
세계적인 온라인 채널 아마존에 '곡성 백세미' 입점 되나,0
현업에 있음 1 배관용 공간 문제 배관 들어가는 공간은 한정 됨주방 욕실 세탁실 다용도실 대부분 라는 공간,0
엠빙신보다 조센일보가 더 ㅈ같은 이유,0
근데 기본 명제가 전기차가 가능하단걸 테슬라가 보여줘서 정부가 압박하는거지 테슬라 전기차 없는 상태면 정부가 압박할 명분이,0
무관중 개최 덕분에 ‘친환경 올림픽' 된 도쿄올림픽...탄소 발자국 12% 줄었다,1
인간이 죽는것이야말로 친환경이다,0
SK에코플랜트 ‘ESG 채권’ 흥행 행진,1
뭐야 그 기분나쁜 친환경,-1
‘친환경 옷’ 갈아입은 제주삼다수 페트병,1
친환경 발전으로 환경도 보호하고 패널 유지보수 일자리 창출에 갈매기에게 쉴 자리도 만들어주고 와 정말 흠잡을 곳이 없는 걸,1
"철도공단, ‘철도와 함께하는 탄소 ZERO!’ 대국민 아이디어 공모",1
관리소홀인지 아닌지는 확인해본거임 게다가 여기에 지금 친환경 에너지발전소 지을건데 무작정 폐쇄하는 것은 대책이 없는거 아닌,0
"“살 길은 신차”… 쌍용차, SUV ‘KR10’ 디자인 공개",0
저거도 레고마냥 친환경 소재임,1
컵라면을 봉지라면으로 출시해줬으면 좋겠당,0
핵융합이 예상대로 친환경으로 굴리는게 가능 하다면 아마 다음 대격변의 시발점이 될 듯,0
‘고개 숙인’ 삼성전자·하이닉스… ‘거침없는’ 네이버·카카오,0
인간이 죽는것이 진정한 친환경,0
식품완구,0
친환경 플라스틱 재질이라 썩어 없어졌다고 함니다,1
"레이트, BLDC 모터 탑재 프리미엄 헤어드라이기 ‘데이노바’ 출시",0
어반마이닝으로 만든 친환경 메달이라고 말하고 싶은거 같은데 그 어반마이닝한 재료들… 어디거요,0
"제11회 한국국제건설기계전, 국내외 건설기계 총망라… 개막 100여 일 앞두고 준...",0
그때 닛산 샀으면 철수각에 데미지 한번 친환경차 인증 빠져서 데미지 두번 입었음,0
"한국생산기술연구원, 충남 중소?중견기업 대상 일자리창출 지원사업 시행",0
그렇다 푸르고 청정한 지구를 위해 우리는 친환경적이고 실행하는 인간의 마음을 고려한 무인 병기 버그를 도입한 것이다,0
"메르세데스-벤츠 코리아 공식 딜러 한성자동차, ‘더 뉴 EQA’ 첫 출고 기념식 ...",0
친환경 병기 버그도 좀 뿌려보고,-1
세계 최초 노사 공동 ESG 경영 선언한 KT 노조 최장복 위원장 [더 나은 세계...,1
문명의 발전과 오염으로 지구가 죽어가고있고 기상이변이 발생하고 그 여파로 인류는 생존을 보장받지못한다 라는건 어릴때부터 들어왓,0
네이버 한성숙 “CJ대한통운·신세계 등 협업 성과 하반기부터 나타날 것”,0
택배상자 그런 골판지는 아니고 표면이 강화처리가 되서 쌓으면 벽만큼 단단한 그런 거긴 함 그래서 종이재질이니깐 친환경,1
"SK, 탄소중립 속도전… 민간기업 첫 전문조직 신설",1
친환경 살육 머신 버그가 최고야,0
우정사업본부 “우체국 공익사업 아이디어 찾습니다”,0
좀 버텨보고 도저히 답 안나오면 그냥 물릴래 친환경 좀비 라이프 스타토,0
"현대위아, 친환경 부품·로봇으로 미래사업·ESG경영 강화",1
그린그린한 친환경 쾌변 나쁘지 않아,0
여행할 때 다른 여행자에게 들은 인도 길거리 음식 썰,0
일반침대 산다음 차액만큼 친환경에 비용을 쏟는게 맞는거 아닐까 200만원쯤으로 침대하나 해결 못할까,1
요즘 보면 털바퀴에 대해 올바르게 생각하는 사람이 많아진듯,0
친환경,0
슈로대) 연비가 개쩌는 로봇물,0
대신에 인간을 몰살시켜서 진정한 친환경을 만든다 는 주제는 잘 전달되지않나,0
"구글 클라우드, '저탄소 리전' 제공…MS와 '친환경 클라우드' 경쟁",1
침대가격 1만엔 이러고 홍보했음 이정도까지 욕안처먹었음 적어도 친환경적이단 소리는 들었을것임,0
G건담 감독의 시선에서 바라본 토미노 요시유키,0
우리가 아무리 친환경 해봐야 중국이 지구를 실시간으로 죠지는중,-1
선수들이 받은 메달 '금 모으기 운동'으로 만들었다,0
진정한 친환경은 걷는것이다,1
"네이버, CJ대한통운과 함께 46만 스마트스토어 ‘당일배송’ 확대",0
친환경이네ㅋㅋㅋ,0
‘태풍의 눈’ 된 기후변화… 변방서 주류 정치권으로 진입 [세계는 지금],0
친환경도시 차없는 거리 가능하겠는데,1
친환경 자전거.jpg,1
유럽풍 친환경 도시를 모델로 했겠지만 사진만 봐서는 오토바이 천국인 동남아 느낌인데ㅋㅋㅋㅋ,0
"메르세데스 벤츠 ""2030년 이후 전기차만 생산""",1
를 생산하는 휴먼 대충 사람이 죽어야 친환경이다 짤,0
저출산이 지구온난화를 막을수있는 유일한 열쇠인듯.,0
응 친환경이야 내연기관의 바퀴까지 출력되는 실제효율은 20퍼센트 넘으면 ㅈㄴ 높은건데 그 연료로 발전소 돌리면 60퍼센트 넘음,1
"네이버와 CJ 대한통운이 20만평 최첨단 물류센터 설립 ""당일배송·새벽배송 확대""",0
레드불이 친환경이야,0
"논 해충 잡고 판매까지…경북도, 친환경 미꾸리 무상 분양",1
왕복거리가 짧아서 소비에너지가 절약됨 친환경적 고추임ㅇㅇ,0
난 지금 정부 정책이 다 마음에 드는데.,0
저게 200만원 넘는다는 거 보면 친환경 이전에 경제성이 없지 않음 골판지가 경제성이 없다는 게 아니고 그 회사가 ㅋㅋㅋ,0
이쯤에서 다시 보는 이낙연 지도부.jpg,0
두카 이크친환경적이고 바이커의 로망도 충족시키는 훌륭한 계획이지 않은가,0
친환경 고양이 모자,1
친환경 드립하며 골판지침대 만들었지만 음식물 쓰레기로 다 버리기,-1
"[네이버] 신제품/ 친환경 오클린 주방세제 용기1+리필4 14,900원/무배",0
부산시교육청도 참 친환경적이구먼 ㅋㅋ,1
일본이 똥물 수상경기강행하는 이유,0
친환경주의 싸다구 맛좀 볼래,-1
"농협 축산경제, 전국 방역인력풀 대상 가축방역 화상교육",0
재생 용지가 섞이지 않고 4배나 비싸면 친환경조차도 아니잖아 왜 쓴거야,-1
[새로 나왔어요] 고메이 494 고기 덮밥 외,0
할배가 저 시절에는 궤도 엘리베이터가 더 친환경적인줄 몰랐어,0
"포스코 기업시민 3주년, '미래 경영의 길이 되다' 특별심포지엄 개최",0
골판지가 왜 친환경인지도 모르겠음 그거 다 쓰레기 아닌가,-1
일본이 도쿄만 수상 스포츠에 집착하는 이유,0
그리고 애초에 아무리 친환경이라고 하더라도 몸을 혹사 시키는 선수들한테 솜 골판지 조합의 침대 제공은 아무리 생각해도,-1
웃음거리 된 日 올림픽 종이 침대…애먼 토종기업 '불똥',0
우린 그걸 유령에너지 영력이라고 부르기로 합의헀어요 신기술 친환경 에너지네요,-1
친환경 도쿄 올림픽,1
가격이라도 싸면 친환경이라고 생각하고 넘어갈 여지라도 있지 저게 220만원이라니,-1
[단독] “전기차 파는 동시에 석탄발전소 짓는 건 모순”,-1
친환경 에너지 비중이 아직도 낮은건 사실이지만 그렇다고 이제는 무의미한 정도는 지났음 원자력으로 인한 생산 단가에 아직도 철,0
세계 경기 회복 뚜렷… 2분기 수출입 물동량 9.5% 증가,0
이 와중에 ↗선일보는 도쿄올림픽이 친환경올림픽이라며 탄소 배출양이 이전 올림픽 대비 10몇프로 줄었다고 칭찬중 ㅋㅋ,-1
일본 골판지 침대 떄문에 국내 종이가구 업체가 되려 피해입는중.news,0
친환경한다고 하니깐 원전수요 겁나늘꺼라고 우라늄광산주는 겁나 올랐는데,0
아마존의 친환경 포장,1
친환경을 위한 골판지 침대 멀쩡한 음식을 버림 뭘 하고 싶은거야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,-1
선수촌 침대 논쟁 타오르네 ㅎㅎ,0
친환경 올림픽아니었나,-1
"‘비트코인 결제 중단’ 파문 두 달 만에...머스크 “결제하게 될 것, 가능성 커...",0
저러면서 뭐 이번 골판지 침대가 뭐 친환경,-1
"‘비트코인 결제 중단’ 발표했던 머스크, 두 달 만에 “허용 재개 가능성”",0
전기를 생산 할 때까진 친환경 폐연료 처리할 땐 환경파괴,0
일론 머스크 비트코인 재개 가능성에 가상화폐 급등,0
조선비즈 친환경올림픽 ㅋㅋㅋㅋㅋ,0
"NH투자증권, 창립 60주년 기념 ‘6060 연금이벤트’",0
친환경 올림픽 ㅋ,0
페놀 대체할 친환경 ‘카다놀’ 울산서 생산,1
아니 그전에 왜 굳이 골판지로 침대를 만들어야하는건데 ㅋㅋㅋㅋㅋㅋㅋ진짜 어이가 상실 골판지가 무슨 친환경이야 얼탱이가 없어,-1
"LG전자, 업무용 차량 무공해 車로 바꾼다",1
친환경 테마가 도니까 원전주가 죽나보구만,0
한솔 친환경 국산 감열지 포스용지 포스지 79-70 79-80 57-50,0
생각해보면 미국은 원자력 발전이 친환경이라고 하는 동넨데 뭐가 문제인 걸까,0
"롯데제과, ESG경영 본격 행보",1
그 친환경이라며 설교하던 유게이 어디 감 ㅋㅋㅋ,-1
역대최악의 상황에서 최고를 이뤄낸 일본 올림픽,0
친환경친환경친환경친환경친환경친환경친환경친환경친환경친환경친환경친환경,0
이세계가 실제로 열리면,0
로비야 뭐 안 하는 기업이 없지만 도요타는 여타 다른 기업들과 좀 특이한 노선을 타는편임 전기차가 무조건적으로 친환경적이지 않,-1
일본이 골판지에 집착하는 이유,0
하이브리드는 말 장난친 내연기관차지 ㅋㅋㅋ 친환경이미지로 한동안 잘나가다가 진짜 친환경기술들 나오기시작하니 개 ㅈ망,-1
그냥 올림픽 친황경 저예산으로 한다고 대놓고 말하면 뭐라 할 수도 없을거 같은데…,0
세만금은 처음에 농지로 조성할려고 했는데 갈수록 쌀소비량이 줄어드는상황에서 다른목적성 토지로 변경중 공단지대로 변경하려다,0
네이버 쇼핑 “당일·새벽배송 OK”,0
특정회사 제품들로 채워진 선수단 시설 리베이트 의혹 일본에서 사용하는 친환경 골판지 침대 선수단 시설엔 왜 없나 쏟아,0
골판지로 만든 침대가 한 5만원쯤 한다면..,0
조선일보 전직원을 친환경화,1
폰에서 커피·장미 향이? '770만원' 한정판 아이폰12의 정체,0
처음부터 하지 않았으면 더 친환경이었겠지,-1
일본 골판지 침대 또 억지로 까고있네,0
ㄱㄹㄱ랑 폐지신문만 없어져도 더 친환경이 될텐데,-1
후쿠시마 농산물은 안전합니다 홍보사진,0
일본어판 한국 언론에서 도쿄 올림픽은 무관중 개최로 친환경 올림픽 넷우익 그딴 칭찬해도 한국은 중국이랑 레드팀,0
"한국조선해양, 2분기 영업적자 8973억원…""하반기부턴 실적 개선될 것""",0
원폭은 탄소발자국 줄여주니 친환경 폭탄이냐,0
"프로팩, 친환경플라스틱에 적용할 생분해점착제 개발",1
똥물에서 수영하는게 친환경이여 무관중을 친환경으로 승화시키는 ㅈ선찌라시,-1
[스압] 이낙연 당대표 재임기간 중 본회의 통과한 법률.list,0
역시 사람이 없는게 친환경이었어,0
자꾸 기후변화 문제에 핵융합같은 신기술이 해답이다 하는 사람들 많은데,0
동력로라니 건담이 똥파워로 움직이는 친환경 세계였던거야,0
일본 친환경 트라이애슬론 수영장 근황,0
인간이 멸망하는게 친환경이라는 짤,0
김춘진 농수산식품유통공사 사장 “軍에 학교급식 체계 도입하면 투명성·안전성 확보될...,0
가장 좋은 것은 완전 재활용이나 가성비 친환경 분해 소재 포장재가 계속 개발해서 환경을 지켜나가야함 산업 쓰레기들도 많이,1
"“친환경 가스전 개발”… SK E&S, 호주 정부와 맞손",1
친환경 시대에 맞춰 친환경 전사 칭기즈칸을 기리는 종목으로 넣어야 될듯ㅋ,0
‘폭염 도시’ 대구서 대한민국 국제쿨산업전 21일 개막,0
선진국이 산업혁명이후 좇빠지게 석탄 석유 때워서 지구온난화 만든 다음에 이제 겨우 석유좀 태워볼까 하는 후진국 상대로 지구,0
‘1시간 생활권’ 영남권 메가시티 밑그림 ‘윤곽’,0
개미집에 올레산을 들이 부으면 친환경 구제작업이 가능한가,0
옥수수로 만든 친환경 완충재,1
집에 에어컨 없어서 강제로 친환경 당함,1
기존 아파트도 전기차 충전기 설치해야,1
그럼 선생님께서 친환경적이면서 에어컨만치 성능좋은 냉방기기를 만들어내시면 되겠군요,0
"20xx년까지 종이문서,종이책 금지 이런건 안나올까?",1
평창 올림픽 침대처럼 중고로도 못 팔아 습기방지 처리 때문에 재활용도 안돼 가격은 200만원이 넘어 골판지 만드느라 나무는 나,-1
소속사) 제31회 국무회의,0
산책로를 조성해놔도 여름철 큰비에 흙이 유실되어 보수하느라 힘듬 비가 안오는 건기에 먼지가 풀풀 날리는데 저게 있으면 완충이,0
도요타가 올림픽 스폰을 뗀게 충격인 이유,0
진정한 친환경은 ↗간을 죽이는 것이지,0
"[네이버]친환경 오클린 청소세제 750ml 4개 (주방/욕실) 10,900원/무배",0
원래 공구리 골재로는 이것저것 다넣는데 폐지넣는걸로 친환경요소 어필된듯,1
윤석열님의 주 120시간 발언 공격하지 마시져?,0
시공이 간편하고 의외로 튼튼하고 자연물이라 친환경적이고 철거도 쉬움,1
한국이 친환경 하면 뭐함,-1
보강용을 많이 씀 지오그리드… 야자에 여러가지 섞음 예전 수지재 보강재보단 뭐 많이 친환경적…,1
"[이코노 브리핑] LG화학, 친환경 브랜드 ‘렛제로’ 출시 외",1
근데 이거 진짜 미1친 친환경 기술이 나오지 않는 이상 아무리 배출량 조절해도 결국 천천히 멸망으로 나아가는거 아님,-1
"[문화 단신] 가수 션, 독립유공자 후손 지원 마라톤 개최 외",0
정말 웃긴게 그 때는 원전 풀가동해도 모자랐는데 아무도 에너지 정책에 태클 안걸었음 친환경에너지 시장 주도권 잡는다는 소리 해,0
친환경 암모니아 연료발전 개발 시동,1
인간이 죽는게 친환경이라는 발언은 선 안넘었냐 걍 원래 그런사람이라 생각하는거지 다들,0
걷고 뛰며… 대한민국 구석구석을 누벼라,0
역전의 샤아가 대충 샤아가 인류가 죽는게 친환경이다 하면서 액시즈인가 뭔가를 지구에 떨궈서 인류멸망 시키려다가 그걸 아무로가,0
올들어 현대·기아차 친환경차 수출 45% ↑,1
이윤추구를 도외시하고 친환경적 미래지향적으로 개발한다면 지구온난화나 사막화도 안 일어날 수 있었을테니까 뭐 불가능한건 아,0
한국의 에너지 정책은 수정될 수밖에 없음,-1
인간이 죽는 것이야말로 진정한 친환경이다,0
진격의 'K조선'…수주 목표 넘어 초과 달성 가능성↑,0
자전거는 옜날부터 친환경이었어,1
도요타가 올림픽 광고 취소한거면 ㅈㄴ쎈건데,0
근데 자전거는 원래 친환경,1
"쿠팡, 'ESG경영' 관심도 1위…11번가 > 이베이코리아 > 위메프 > 티몬 >...",1
돈 복지 다 받고 날림하는 놈들은 ㄹㅇ 친환경 해버려야됨 ㅋㅋㅋㅋ,0
"F-1, 수소 자동차를 지목함ㅇㅇ.",1
한국은 세계에서 가장 친환경적인 국가이며 이는 출산율로 증명 가능하다,0
“더 빨리” 장보기 배송 경쟁 뜨겁다,0
화학 대산공장 전경. 화학 제공. 화학이 친환경 소재 사업을 육성하기 위해 대규모 국내 투자에 나선다,1
 화학은 .년까지 총 .조.억원을 투자해 충남 대산공장에 생분해성 및 태양광 필름용 고부가 합성수지 등 총 .개의 공장을 신설할 계획이라고 .일 밝혔다,1
 는 농업용.일회용 필름 등에 사용되는 제품으로 산소 열 빛 효소 반응으로 자연에서 빠르게 분해되는 특징이 있다,1
 연내 착공되는 공장은 연산 .만 공장은 연산 .만 규모로 건설될 예정이다,0
 두 공장 모두 .년 상업생산 시작을 목표로 한다,0
 화학은 두 공장 설립으로 인한 매출 증대 효과를 연간 약 .억원 이상으로 보고 있다,0
 썩는 플라스틱 수요 증가와 신재생에너지 보급 확대로 와 시장은 .년까지 연평균 . 수준의 고성장을 이어갈 것으로 전망된다,1
 화학은 .년까지 충남 대산사업장을 바이오 기반 원료 생산 친환경 소재 생산 폐플라스틱 재활용 온실가스 저감 등 환경.사회.지배구조기반 사업의 메카로 육성할 계획이다,1
 화학은 이날 충남도 및 서산시와 투자협약도 체결했다,0
 기존의 대산공장 부지 외 약 .만.만평의 신규 부지를 추가로 확보했다,0
 이번 투자로 약 .여명의 직접 고용 창출 효과도 기대하고 있다,0
 신학철 화학 부회장은 .이번 투자협약은 지속가능 성장 전략의 일환이자 친환경 소재 비즈니스의 본격화를 알리는 신호탄.이라며 .충남도 및 서산시와 협력 수준을 한 단계 더 높여 지속가능한 미래를 향해 함께 성장해 나갈 것.이라고 말했다,1
다,0
조 바이든 미국 대통령이 지난 .일현지시간 미국 워싱턴 백악관에서 열린 무공해차 홍보 행사에서 지프 랭글러 루비콘 시승 후 차에서 내리고 있다,1
 바이든 대통령은 이날 .년 판매되는 신차의 절반을 전기차 등 무공해차가 차지해야 한다는 목표를 담은 행정명령에 서명했다,1
 연합뉴스 미국의 친환경차 산업 육성 정책이 윤곽을 드러내며 미래차 산업의 새로운 경제 블록이 탄생한만큼 한국도 자동차 기업의 진입 전략을 모색해야 한다는 분석이 나왔다,1
 한국자동차연구원은 .일 발표한 산업동향 보고서를 통해 .미국이 친환경차 비율 . 달성을 골자로 한 정책 청사진을 공개하며 유럽.중국을 포함한 세계 .대 자동차 시장의 친환경차 정책 향방이 결정됐다,1
고 밝혔다,0
 조 바이든 미국 대통령은 지난 .일 .년까지 미국의 승용차.소형트럭 신차 중 전기차 플러그인하이브리드차 수소전기차를 포함한 무공해차의 비중을 .로 높이는 내용의 행정명령에 서명했다,1
 보고서는 미국이 자국 내 완전한 산업 기반을 구축해 친환경차 패권을 쥐겠다는 의지가 뚜렷하다고 분석했다,1
 실제로 바이든 대통령은 행정명령 서명 행사에 미국에 뿌리를 둔 완성차 기업 .곳 포드 스텔란티스과 전미자동차노조를 초청해 자국 기업.노조와의 동반자 관계에 기반한 산업 육성 의지를 천명했다,0
 또 친환경차 핵심인 배터리 생산에서 중국이 세계를 주도하는 현실을 인정하고 산학연의 역량을 결집해 배터리와 전기차 기술의 우위를 탈환하겠다고 밝혔다,1
 이와 함께 미국 정부의 공공 차량 .만대를 자국산 친환경차로 채우는 계획과 미국에서 생산되거나 미국 자동차 노조에 의해 생산되는 전기차를 구입하는 소비자를 위한 세액 공제 확대안을 소개하기도 했다,1
 보고서는 .무공해차 . 목표는 미국 자동차 시장의 특성을 고려하면 도전적인 수치고 기업의 의지와 내연기관차에 대한 강력한 규제가 뒷받침되어야만 달성 가능할 것으로 판단된다,1
고 설명했다,0
 앞서 시장조사업체 마킷은 지난 .월 .미국의 .년 신차 중 전기차순수전기차플러그인 하이브리드 비중이 .에 그치고 .년에야 . 달성이 가능할 것.이라고 전망한 바 있다,0
 이에 비춰 보면 .년까지 신차 중 무공해차 비중 . 달성.을 위해서는 미국 내 판매 비중이 높은 중대형 스포츠유틸리티차량과 픽업트럭 등에서 대대적인 전동화가 필요하다,1
 또 전임 트럼프 행정부에서 완화된 자동차 연비 규제의 영향을 만회할 급진적인 규제 강화와 캘리포니아주 등에서 추진하는 내연기관차 판매 중단 계획도 보다 확산돼야 한다고 보고서는 설명했다,1
 보고서는 미국 친환경차 정책의 구체적 방안이 공개되며 세계 .대 자동차 시장의 정책 향방이 사실상 결정됐다는 점에 의의를 뒀다,1
 자국 친환경차 산업 기반 육성에 방점을 둔 미국의 정책 방향은 기후변화 대응을 명분으로 비관세장벽을 강화하는 유럽연합이나 대외 갈등 속에 내수 활성화에 몰두하는 중국의 정책과 함께 친환경차 부문에서의 신 경제 블록의 탄생을 시사한다는 것이다,1
 이호중 책임연구원은 .이에 따라 한국 자동차 산업의 .국내.역외 생산 후 수출. 중심 패러다임은 변화가 불가피해졌으며 정책 당국은 자동차 부문의 새로운 경제 블록에 대한 우리 기업의 진입 전략을 모색해야 한다,0
고 말했다,0
다,0
부산시가 중.소형선박 엔진을 액화석유가스 엔진으로 전환하기 위한 실증작업에 나선다,1
 부산시는 .월부터 가스 엔진 선박 시장을 선도하고 기술 주도권을 확보하기 위해 .부산 해양모빌리티 규제자유특구. 실증사업을 추진한다고 .일 밝혔다,0
 이번 실증사업은 친환경성과 경제성이 입증된 가스를 중.소형 선박에 적용해 육상 및 해상 실증으로 실적을 쌓은 뒤 이를 법규와 기준안 규칙 등에 반영하기 위한 것이다,1
 가스 엔진은 가솔린 엔진보다 연료비가 저렴하며 유해물질 발생량이 적고 엔진 수명이 길다는 게 장점이 있다,1
 중형선박용 가스엔진. 부산시 제공 중형선박의 경우 가스 엔진 복합동력 전기추진선의 건조.운항 실증이 소형선박은 가스 선외기 전환.운항 실증이 이뤄진다,0
 또 육상에서 선박으로의 가스 공급 등이 실증 대상이다,0
 그동안 가스를 사용하는 선박에 대한 건조검사 기준 및 연료공급 기준이 없어 선박 건조 및 운항이 불가능했다,0
 그러나 규제자유특구 지정으로 규제가 완화돼 한국해양대학교조선해양응용실증기술센터 내 위치한 육상실험실에서 국내 최초로 구성품 성능평가 및 안전성 확인 실증이 이뤄지게 됐다,0
 소형선박용 가스 실외기. 부산시 제공 부산시는 .년 .월까지 육상실증을 마무리하고 해상실증에 나설 예정이다,0
 관련 법령 및 기준안이 마련되면 가스 선박 상용화가 본격 가능할 것으로 예상하고 있다,0
 부산시 관계자는 .이번 실증사업을 통해 친환경 선박 시장에 선도적으로 대응하고 부산의 신성장 동력을 마련할 것으로 기대한다,1
며 .가스 선박 실증사업 등을 함께 수소연료선박 연구개발 플랫폼 구축사업 등을 추진해 .저탄소 녹색도시 부산.을 만들겠다,1
고 말했다,0
다,0
현대오일뱅크는 .년까지 친환경미래사업의 영업이익 비중을 .까지 확대하기로 했다,1
 현대오일뱅크 제공 지난해 코로나. 팬데믹세계적 대유행으로 .적자 쇼크.에 빠졌던 국내 정유업계가 올해 상반기 반등에 성공하면서 배터리 수소 등 신사업 발굴을 통한 포트폴리오 재편에 나서고 있다,1
 탄소중립을 향한 .탈석유. 시대가 다가오는 만큼 미래 먹거리 선점을 위한 체질 전환에 속도를 내는 모습이다,1
 .일 정유업계에 따르면 국내 정유 .빅.로 불리는 이노베이션 칼텍스 에쓰오일 현대오일뱅크는 지난 상반기에 총 .조.억원의 영업이익을 기록했다,0
 에쓰오일이 .조.억원의 영업이익을 기록했고 칼텍스와 이노베이션 현대오일뱅크가 각각 .조.억원 .조.억원 .억원의 영업 실적을 거뒀다,0
 지난해 상반기 .조원이 넘는 적자로 최악의 한 해를 보냈던 정유업계는 올해 .분기 연속 실적 회복세를 보이며 흑자 전환했다,0
 코로나. 사태로 인한 수요 급감으로 직격탄을 맞은 후 사업 다각화를 진행했고 국제유가가 점차적으로 오르며 실적개선으로 이어졌다,0
 특히 본업인 정유보다 윤활유 석유화학 등 비정유 부문이 실적을 끌어올렸다,0
 한숨을 돌린 정유업체들은 배터리 소재 개발 친환경 사업 진출 신사업 투자 등 다양한 미래전략을 제시하며 변신을 꾀하고 있다,1
